"Title","Link","Published Date","Description"
"Was sich hinter dem Rücken des Managements abspielt","https://www.derstandard.at/story/3000000202410/was-sich-hinter-dem-ruecken-des-managements-abspielt?ref=rss","Thu Jan 18 13:00:00 CET 2024","Mobbing, sexuelle Belästigung, Ungleichbehandlung – das sind klassische Bereiche für blinde Flecken in Firmen. Wegschauen geht auf Dauer nicht gut"
"Warum es einem wirklich egal sein sollte, was andere denken","https://www.derstandard.at/story/3000000203375/warum-es-einem-wirklich-egal-sein-sollte-was-andere-denken?ref=rss","Wed Jan 17 11:57:57 CET 2024","Wer zu viel über die Meinung anderer spekuliert, stört die eigene Entfaltung, schreibt der Psychologe Michael Gervais in seinem neuen Buch"
"Der Hälfte der Studierenden geht es psychisch schlecht","https://www.derstandard.at/story/3000000203188/der-haelfte-der-studierenden-geht-es-psychisch-schlecht?ref=rss","Tue Jan 16 08:00:00 CET 2024","Weibliche Studierende leiden stärker unter mentalen und körperlichen Belastungen als ihre männlichen Kommilitonen. Und das, obwohl die Lebensqualität steigt"
"OGH: Mann muss für Badezimmer der Ex-Freundin keine Miete zahlen","https://www.derstandard.at/story/3000000203350/ogh-mann-muss-fuer-badezimmer-der-ex-freundin-keine-miete-zahlen?ref=rss","Tue Jan 16 14:05:13 CET 2024","In einem recht ungewöhnlichen Fall rund um ein Paar und ein Einfamilienhaus mit zwei Wohneinheiten entschied der Oberste Gerichtshof im November"
"Drohkulisse bei der Wohnungssuche","https://www.derstandard.at/story/3000000202342/drohkulisse-bei-der-wohnungssuche?ref=rss","Wed Jan 17 15:00:00 CET 2024","Haustiere, Kinder, Arbeitgeber: Wer eine Wohnung will, muss viel über sich preisgeben. Aber mancher Vermieter geht einen Schritt weiter"
"Mietendeckel: Ersparnis für (manche) Genossenschaftsmieter steht fest","https://www.derstandard.at/story/3000000203546/mietendeckel-ersparnis-fuer-manche-genossenschaftsmieter-steht-fest?ref=rss","Wed Jan 17 19:00:00 CET 2024","Um 47 Cent je Quadratmeter und Monat werden Mieterinnen und Mieter in ausfinanzierten Genossenschaftswohnungen nun weniger zahlen müssen"
"Warum Recycling kein Ausweg aus der Materialschlacht ist","https://www.derstandard.at/story/3000000203446/warum-recycling-kein-ausweg-aus-der-materialschlacht-ist?ref=rss","Wed Jan 17 09:20:57 CET 2024","Bei einer Diskussion warnten Experten vor dem verschwenderischen Umgang mit Materialien. Produkte müssten von Anfang an nachhaltig gestaltet werden"
"Tempo 30 im Ortsgebiet: Der zähe Kampf für mehr Sicherheit","https://www.derstandard.at/story/3000000202726/tempo-30-im-ortsgebiet-der-zaehe-kampf-fuer-mehr-sicherheit?ref=rss","Wed Jan 17 06:00:00 CET 2024","Seit vier Monaten gilt in Wales im Ortsgebiet Tempo 30. Die Regelung soll weniger Unfälle, Verkehrslärm und mehr Lebensqualität bringen, ist aber umstritten – auch in Österreich"
"NGOs fechten grünes EU-Label für Flugzeuge und Schiffe an","https://www.derstandard.at/story/3000000203249/ngos-fechten-gruenes-eu-label-fuer-flugzeuge-und-schiffe-an?ref=rss","Tue Jan 16 09:00:00 CET 2024","Die Europäische Kommission will Investitionen in die Luft- und Schifffahrt unter bestimmten Bedingungen als ""grün"" einstufen und damit Investitionen anlocken. Doch die Auflagen seien viel zu lasch, kritisiert eine Initiative"
"Paartherapeutin: ""Ähnliche Interessen bedeuten nicht, dass eine Beziehung funktioniert""","https://www.derstandard.at/story/3000000201848/paartherapeutin-aehnliche-interessen-bedeuten-nicht-dass-eine-beziehung-funktioniert?ref=rss","Mon Jan 15 18:00:00 CET 2024","Derzeit stecken Verfahren zur Partnervermittlung noch in den Kinderschuhen. Doch könnte es irgendwann sein, dass Technologien das Geheimnis der Liebe entschlüsseln?"
"Abtreibung und das österreichische Gewissen","https://www.derstandard.at/story/3000000203663/abtreibung-und-das-oesterreichische-gewissen?ref=rss","Thu Jan 18 15:52:41 CET 2024","Seit 50 Jahren ist in Österreich die Fristenregelung in Kraft – und damit auch jene Hürden, die die Regelung zum Kompromiss machten. Eine Tagung legte die verbleibenden Baustellen, aber auch Fortschritte offen"
"Till Lindemann und sein fader Provokationsjob","https://www.derstandard.at/story/3000000203192/till-lindemann-und-sein-fader-provokationsjob?ref=rss","Mon Jan 15 14:44:03 CET 2024","Der Musiker würde mit seinem neuen Video ""schocken"", schreibt die ""Bild""-Zeitung. Dabei macht er doch nur brav Dienst nach Vorschrift"
"Virginia Hall, die Spionin mit der Beinprothese","https://www.derstandard.at/story/3000000202376/virginia-hall-die-spionin-mit-der-beinprothese?ref=rss","Fri Jan 12 06:00:00 CET 2024","Mehrfach vom diplomatischen Dienst abgewiesen, wird Virginia Hall im Zweiten Weltkrieg Spionin und Teil der Résistance. Bald gilt die Frau mit der Prothese für die Nazis als ""die Gefährlichste von allen"""
"Übernehmen Männer jetzt den Part des Sexsymbols?","https://www.derstandard.at/story/3000000202856/uebernehmen-maenner-jetzt-den-part-des-sexsymbols?ref=rss","Sun Jan 14 10:00:00 CET 2024","Aufstrebende männliche Schauspielstars werden derzeit besonders gern als Sexsymbol inszeniert. Drohen nun auch Männern die Tücken der Objektifizierung?"
"Leitfaden zum Umgang mit Gewalt in der Obsorge präsentiert","https://www.derstandard.at/story/3000000203200/leitfaden-zum-umgang-mit-gewalt-in-der-obsorge-praesentiert?ref=rss","Mon Jan 15 15:47:16 CET 2024","Richtlinie ist für Familiengericht und deren Kooperationspartner vorgesehen, sie ist aber nicht verpflichtend. Reform des Kindschaftsrechts ""könnte noch etwas Zeit in Anspruch nehmen"", sagt Alma Zadić"
"EuGH: Schutz für geflüchtete Frauen bei häuslicher Gewalt möglich","https://www.derstandard.at/story/3000000203331/eugh-schutz-fuer-gefluechtete-frauen-bei-haeuslicher-gewalt-moeglich?ref=rss","Tue Jan 16 11:05:47 CET 2024","Eine Kurdin hatte in Bulgarien um internationalen Schutz angesucht. Bei Flüchtlingseigenschaften geht es auch um die Verfolgung aufgrund der Zugehörigkeit zu einer bestimmten ""sozialen Gruppe"""
"Wien: 350 bis 360 Betretungsverbote im Monat","https://www.derstandard.at/story/3000000203294/wien-350-bis-360-betretungsverbote-im-monat?ref=rss","Tue Jan 16 09:16:55 CET 2024","Ein Opferschutzzentrum im Probebetrieb soll dauerhaft implementiert werden. Expert:innen sollen dort für die gesamte Gefährdungseinschätzung von sogenannten Hochrisikogefährdern zuständig sein"
"Kreuzworträtsel D 10591","https://www.derstandard.at/story/3000000202408/kreuzwortraetsel-d-10591?ref=rss","Fri Jan 19 00:01:00 CET 2024","Täglich neu, exklusiv für Smart-Abonnent:innen: Das knifflige phoenixen-Rätsel des STANDARD"
"Sudoku sehr schwierig 5719a","https://www.derstandard.at/story/3000000202744/sudoku-sehr-schwierig-5719a?ref=rss","Thu Jan 18 18:00:00 CET 2024",""
"Squiggly Sudoku schwierig 5719b","https://www.derstandard.at/story/3000000202745/squiggly-sudoku-schwierig-5719b?ref=rss","Thu Jan 18 18:00:00 CET 2024",""
"Kreuzworträtsel C 10590","https://www.derstandard.at/story/3000000202398/kreuzwortraetsel-c-10590?ref=rss","Thu Jan 18 00:01:00 CET 2024","Täglich neu, exklusiv für Smart-Abonnent:innen: Das knifflige phoenixen-Rätsel des STANDARD"
